        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,        2,        2,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,        3,        5,        5,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,        4,        9,       14,       14,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,        5,       14,       28,       42,       42,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,        6,       20,       48,       90,      132,       90,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,        7,       27,       75,      165,      297,      345,      213,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,        8,       35,      110,      275,      572,      875,      914,      527,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,        9,       44,      154,      429,     1001,     1834,     2532,     2456,     1326,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,       10,       54,      208,      637,     1638,     3430,     5704,     7299,     6634,     3317,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,       11,       65,      273,      910,     2548,     5936,    11340,    17478,    20960,    17808,     8022,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,       12,       77,      350,     1260,     3808,     9702,    20700,    36675,    52980,    59664,    46776,    19608,        0,        0,        0,        0,        0,        0,        0,        0
        1,       13,       90,      440,     1700,     5508,    15168,    35484,    70272,   116710,   158708,   166908,   122536,    48272,        0,        0,        0,        0,        0,        0,        0
        1,       14,      104,      544,     2244,     7752,    22878,    57936,   125895,   233750,   365937,   467748,   462971,   320754,   119073,        0,        0,        0,        0,        0,        0
        1,       15,      119,      663,     2907,    10659,    33495,    90963,   214077,   436191,   763971,  1128465,  1362633,  1276947,   837831,   293109,        0,        0,        0,        0,        0
        1,       16,      135,      798,     3705,    14364,    47817,   138270,   349056,   770320,  1481207,  2453334,  3432590,  3934336,  3503325,  2179958,   719074,        0,        0,        0,        0
        1,       17,      152,      950,     4655,    19019,    66794,   204512,   549725,  1301275,  2710628,  4935770,  7758555, 10324265, 11271050,  9556008,  5645915,  1766201,        0,        0,        0
        1,       18,      170,     1120,     5775,    24794,    91546,   295464,   840752,  2118820,  4734387,  9346904, 16174165, 24216654, 30748460, 32047312, 25910709, 14587010,  4342666,        0,        0
        1,       19,      189,     1309,     7084,    31878,   123382,   418210,  1253889,  3344429,  7955475, 16855785, 31653826, 52232488, 74722692, 90750660, 90459380, 69926706, 37615218, 10679582,        0
        1,       20,      209,     1518,     8602,    40480,   163820,   581352,  1829490,  5139888, 12937991, 29189810, 58865310,105503152,166513594,228169380,265568490,253724040,187958532, 96803064, 26253546
