        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,        4,       10,       16,       15,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,        5,       15,       29,       36,       20,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,        6,       21,       50,       81,       82,       45,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,        7,       28,       78,      154,      212,      195,       95,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,        8,       36,      114,      263,      446,      546,      444,      180,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,        9,       45,      159,      417,      829,     1246,     1364,      983,      365,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,       10,       55,      214,      626,     1416,     2494,     3364,     3317,     2182,      735,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,       11,       66,      280,      901,     2273,     4555,     7213,     8819,     7955,     4788,     1460,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,       12,       78,      358,     1254,     3478,     7772,    14018,    20184,    22630,    18788,    10396,     2925,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,       13,       91,      449,     1698,     5122,    12579,    25315,    41589,    55015,    56965,    43773,    22473,     5855,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,       14,      105,      554,     2247,     7310,    19515,    43174,    79222,   119732,   146590,   141006,   100944,    48300,    11700,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,       15,      120,      674,     2916,    10162,    29239,    70319,   141931,   239813,   335947,   382979,   344175,   230593,   103265,    23405,        0,        0,        0,        0,        0,        0,        0,        0
        1,       16,      136,      810,     3721,    13814,    42546,   110264,   242009,   450076,   705612,   921836,   983774,   829704,   522348,   219916,    46815,        0,        0,        0,        0,        0,        0,        0
        1,       17,      153,      963,     4679,    18419,    60384,   167466,   396132,   801434,  1383967,  2025705,  2481021,  2489637,  1978239,  1174745,   466596,    93620,        0,        0,        0,        0,        0,        0
        1,       18,      171,     1134,     5808,    24148,    83872,   247496,   626468,  1366308,  2568048,  4143610,  5691964,  6564388,  6217608,  4671038,  2624875,   986662,   187245,        0,        0,        0,        0,        0
        1,       19,      190,     1324,     7127,    31191,   114319,   357229,   961976,  2245334,  4551016,  7997110, 12119693, 15693281, 17106689, 15345831, 10933560,  5830978,  2080335,   374495,        0,        0,        0,        0
        1,       20,      210,     1534,     8656,    39758,   153244,   505054,  1439915,  3575574,  7757750, 14706698, 24287719, 34724518, 42543344, 43978950, 37476273, 25392054, 12885678,  4374684,   748980,        0,        0,        0
        1,       21,      231,     1765,    10416,    50080,   202397,   701105,  2107584,  5540462, 12790292, 25962718, 46278049, 72145443, 97674775,113599503,111690688, 90649374, 58553368, 28341090,  9177323,  1497965,        0,        0
        1,       22,      253,     2018,    12429,    62410,   263781,   957514,  3024315,  8381738, 20485127, 44252536, 84489185,142232222,210102157,270238182,299220097,280532390,217370677,134153632, 62066047, 19210642,  2995935,        0
        1,       23,      276,     2294,    14718,    77024,   339675,  1288687,  4263742, 12413646, 31984557, 73157955,148683161,268199625,428025824,601061220,736582090,778438678,697551655,517126229,305557155,135389135, 40133268,  5991860
