        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,        2,        2,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,        3,        5,        5,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,        4,        9,       12,        6,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,        5,       14,       24,       23,       11,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,        6,       20,       42,       56,       46,       17,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,        7,       27,       67,      112,      126,       86,       28,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,        8,       35,      100,      199,      280,      268,      160,       45,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,        9,       44,      142,      326,      546,      660,      554,      291,       73,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,       10,       54,      194,      503,      972,     1405,     1494,     1113,      524,      118,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,       11,       65,      257,      741,     1617,     2703,     3445,     3267,     2191,      933,      191,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,       12,       77,      332,     1052,     2552,     4823,     7120,     8117,     6952,     4237,     1648,      309,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,       13,       90,      420,     1449,     3861,     8116,    13560,    17940,    18514,    14456,     8076,     2890,      500,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,       14,      104,      522,     1946,     5642,    13029,    24228,    36323,    43574,    41087,    29484,    15203,     5038,      809,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,       15,      119,      639,     2558,     8008,    20120,    41118,    68667,    93457,   102601,    89085,    59143,    28317,     8737,     1309,        0,        0,        0,        0,        0,        0,        0,        0,        0
        1,       16,      135,      772,     3301,    11088,    30074,    66880,   122814,   186352,   232381,   235260,   189315,   116944,    52257,    15084,     2118,        0,        0,        0,        0,        0,        0,        0,        0
        1,       17,      152,      922,     4192,    15028,    43720,   104962,   209814,   350284,   487400,   561098,   527176,   395344,   228344,    95658,    25939,     3427,        0,        0,        0,        0,        0,        0,        0
        1,       18,      170,     1090,     5249,    19992,    62049,   159770,   344850,   626978,   960498,  1234850,  1320655,  1157780,   813003,   440946,   173854,    44450,     5545,        0,        0,        0,        0,        0,        0
        1,       19,      189,     1277,     6491,    26163,    86233,   236847,   548340,  1076790,  1797290,  2545632,  3042905,  3039533,  2497959,  1649293,   843144,   313962,    75934,     8972,        0,        0,        0,        0,        0
        1,       20,      209,     1484,     7938,    33744,   117645,   343072,   847236,  1784900,  3218930,  4969900,  6549035,  7317288,  6858147,  5305032,  3305440,  1598052,   563750,   129356,    14517,        0,        0,        0,        0
        1,       21,      230,     1712,     9611,    42959,   157880,   486880,  1276541,  2868983,  5552170,  9265620, 13316225, 16411955, 17218340, 15202712, 11108431,  6552785,  3004946,  1007068,   219807,    23489,        0,        0,        0
        1,       22,      252,     1962,    11532,    54054,   208777,   678504,  1881066,  4488596,  9268389, 16602690, 25800775, 34698080, 40179330, 39738340, 33169290, 22966248, 12863171,  5610066,  1790625,   372652,    38006,        0,        0
        1,       23,      275,     2235,    13724,    67298,   272442,   930240,  2717450,  6856542, 15033526, 28740062, 47955635, 69764475, 88193635, 96329625, 90125970, 71338250, 46937850, 25026022, 10405637,  3170345,   630465,    61495,        0
        1,       24,      299,     2532,    16211,    82984,   351272,  1256736,  3856467, 10252496, 23771134, 48262184, 85964086,134322800,183758885,219221340,226634925,201202560,151445390, 94930120, 48294830, 19186048,  5591435,  1064612,    99501
