         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         1,         4,        10,        16,        15,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         1,         5,        15,        29,        36,        20,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         1,         6,        21,        50,        81,        82,        45,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         1,         7,        28,        78,       159,       227,       220,       120,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         1,         8,        36,       114,       273,       486,       636,       574,       280,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         1,         9,        45,       159,       432,       904,      1456,      1744,      1418,       590,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         1,        10,        55,       214,       646,      1536,      2894,      4254,      4657,      3432,      1335,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         1,        11,        66,       280,       926,      2448,      5230,      8988,     12134,     12240,      8433,      3085,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         1,        12,        78,       358,      1284,      3718,      8822,     17188,     27189,     33970,     31998,     20656,      7000,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         1,        13,        91,       449,      1733,      5437,     14119,     30545,     54839,     80455,     93890,     82928,     50043,     15705,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         1,        14,       105,       554,      2287,      7710,     21675,     51304,    102332,    170622,    233980,    256326,    212734,    120430,     35550,         0,         0,         0,         0,         0,         0,         0,         0,         0
         1,        15,       120,       674,      2961,     10657,     32164,     82384,    179821,    333383,    519967,    670079,    691560,    541288,    289500,     80680,         0,         0,         0,         0,         0,         0,         0,         0
         1,        16,       136,       810,      3771,     14414,     46396,    127514,    301174,    611336,   1060882,   1556286,   1892474,   1846804,   1369368,    693976,    182640,         0,         0,         0,         0,         0,         0,         0
         1,        17,       153,       963,      4734,     19134,     65334,    191386,    484937,   1065429,   2025242,   3307940,   4584166,   5279592,   4889834,   3444740,   1657191,    412945,         0,         0,         0,         0,         0,         0
         1,        18,       171,      1134,      5868,     24988,     90112,    279826,    755468,   1780758,   3664988,   6560680,  10131414,  13313088,  14571958,  12846128,   8617545,   3945262,    934695,         0,         0,         0,         0,         0
         1,        19,       190,      1324,      7192,     32166,    122054,    399984,   1144261,   2873689,   6346531,  12305365,  20839113,  30541121,  38181619,  39833021,  33504915,  21452723,   9372600,   2116320,         0,         0,         0,         0
         1,        20,       210,      1534,      8726,     40878,    162694,    560544,   1691480,   4500514,  10590440,  22040098,  40446194,  65048078,  90774444, 108277490, 107931448,  86817454,  53179188,  22218444,   4790105,         0,         0,         0
         1,        21,       231,      1765,     10491,     51355,    213797,    771955,   2447724,   6867872,  17121537,  37972093,  74819024, 130456758, 199909205, 266395583, 303937563, 290123799, 223642983, 131309145,  52557628,  10840540,         0,         0
         1,        22,       253,      2018,     12509,     63850,    277381,   1046684,   3476045,  10245188,  26931417,  63281796, 132906275, 248912732, 413747827, 605834492, 772846902, 845267530, 774224062, 573010052, 323039132, 124088122,  24536760,         0
         1,        23,       276,      2294,     14803,     78639,    355740,   1399492,   4854242,  14979406,  41355687, 102463965, 228031941, 455340425, 813292434,1292458290,1812882320,2218764508,2330892230,2052385914,1460851650, 792058390, 292482398,  55539110
