         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         1,         5,        14,        26,        25,         9,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         1,         6,        20,        44,        61,        54,        26,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         1,         7,        27,        69,       119,       141,       105,        35,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         1,         8,        35,       102,       208,       304,       307,       194,        61,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         1,         9,        44,       144,       337,       581,       730,       642,       360,        96,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         1,        10,        54,       196,       516,      1020,      1519,      1676,      1309,       650,       157,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         1,        11,        65,       259,       756,      1680,      2876,      3776,      3715,      2601,      1167,       253,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         1,        12,        77,       334,      1069,      2632,      5072,      7672,      9010,      7992,      5077,      2070,       410,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         1,        13,        90,       422,      1468,      3960,      8460,     14424,     19558,     20778,     16784,      9748,      3647,       663,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         1,        14,       104,       524,      1967,      5762,     13489,     25516,     39054,     48008,     46572,     34524,     18472,      6380,      1073,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         1,        15,       119,       641,      2581,      8151,     20719,     42965,     73030,    101486,    114138,    101874,     69780,     34600,     11100,      1736,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         1,        16,       135,       774,      3326,     11256,     30837,     69446,    129484,    200032,    254678,    264020,    218226,    138904,     64172,     19216,      2809,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         1,        17,       152,       924,      4219,     15223,     44674,    108434,    219649,    372481,    527740,    620184,    596384,    459004,    272856,    117988,     33125,      4545,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         1,        18,       170,      1092,      5278,     20216,     63223,    164364,    358920,    661576,   1029705,   1347956,   1471246,   1319408,    950086,    529748,    215285,     56886,      7354,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
         1,        19,       189,      1279,      6522,     26418,     87658,    242810,    567958,   1128930,   1910930,   2750142,   3346942,   3410838,   2865878,   1938838,   1017889,    390159,     97365,     11899,         0,         0,         0,         0,         0,         0,         0,         0,         0
         1,        20,       209,      1486,      7971,     34032,    119354,    350684,    873991,   1861252,   3398780,   5322648,   7126789,   8105736,   7747962,   6124124,   3906813,   1937796,    702809,    166150,     19253,         0,         0,         0,         0,         0,         0,         0,         0
         1,        21,       230,      1714,      9646,     43282,    159908,    496456,   1312333,   2978053,   5827990,   9850358,  14360367,  17982667,  19200640,  17282924,  12896815,   7783447,   3658494,   1259118,    282768,     31152,         0,         0,         0,         0,         0,         0,         0
         1,        22,       252,      1964,     11569,     54414,    211161,    690396,   1928143,   4641070,   9680034,  17539600,  27609505,  37665682,  44310096,  44589300,  37927701,  26804386,  15348754,   6855408,   2244695,    480070,     50405,         0,         0,         0,         0,         0,         0
         1,        23,       275,      2237,     13763,     67697,    275221,    944839,   2778447,   7065669,  15633437,  30197687,  50977095,  75125545,  96336145, 106882063, 101717641,  82015011,  55049955,  29987609,  12758597,   3983883,    813243,     81557,         0,         0,         0,         0,         0
         1,        24,       299,      2534,     16252,     83424,    354487,   1274474,   3934447,  10534512,  24627249,  50472194,  90854816, 143642240, 199071195, 240883890, 252909800, 228321952, 174992667, 111841950,  58094960,  23597888,   7041821,   1374870,    131962,         0,         0,         0,         0
         1,        25,       324,      2856,     19061,    101913,    451674,   1696658,   5484142,  15413798,  37940208,  82165112, 156960447, 264694743, 393690530, 515080630, 590129835, 588113815, 505032260, 368849628, 224986865, 111680457,  43398306,  12400574,   2320075,    213519,         0,         0,         0
         1,        26,       350,      3204,     22216,    123508,    569839,   2231756,   7535287,  22172414,  57288453, 130639832, 263752808, 472127384, 749240089,1052413400,1304281660,1419127540,1346055875,1102203840, 768829160, 448509272, 213173723,  79396768,  21762470,   3908464,    345481,         0,         0
         1,        27,       377,      3579,     25744,    148580,    712408,   2903508,  10218717,  31404359,  84945009, 203342083, 432332848, 818045304,1378327920,2066348232,2750385590,3238489830,3355313250,3036373530,2376065260,1586188060, 886669860, 404250948, 144557544,  38071508,   6574020,    559000,         0
         1,        28,       405,      3982,     29673,    177528,    883204,   3739424,  13692064,  43854832, 123884655, 310459506, 692963384,1381017984,2460126032,3916803536,5565973911,7041288820,7898084740,7810814320,6758494665,5064457160,3241687080,1739430080, 761982215, 262025820,  66407998,  11041484,    904481
